listing_id,comments
2384,"Very nice, kind-hearted lady. She's been very helpful during my stay, providing tones of useful information. We talked a lot and she impressed me with her knowledge about hight-tech/Internet things !"
2384,It is a wonderful and comfortable place. I feel it as my home. Rebecca is very thoughtful and helpful. 
2384,I had an amazing stay with Rebecca! Her home is beautiful and she is so nice and easy to talk to. She even drove me to the airport at 5:30am because the bus wasn't running that early. Completely recommend this place. 
2384,"I had such a lovely time staying at Rebecca's place! As others have noted, this is the perfect option for anyone who needs to stay close to the university (10-15 minute walk to the centre of the campus - leaning toward 10), while also being very convenient for downtown. The listing is spot on, the room was equipped with everything I needed, and Rebecca made me feel welcome in the entire flat. I really cannot overstate what a warm and generous host she is - Rebecca, I really do hope we can meet again sometime and continue some of our conversations!"
2384,Rebecca is very kind and approachable!
2384,"I was on a 10 week visit to University of Chicago and had the fortune to stay at Rebecca's place the whole time. The room is comfortable. The location is convenient---close to both the university (one block away from some graduate student housing) and next to the metra station. This is a 10-15 minute to the center of the campus, and on the route of several university night shuttle lines. Moreover, Rebecca is an extremely considerate and generous host, and made me feel at home during my stay. I highly recommend Rebecca's place."
2384,"Rebecca is a wonderful host, very welcoming and accommodating.  The room is bigger than it appears in the photo, with a good sized closet, desk and bureau.  It's clean and very comfortable.  Her condo is lovely and quiet, with entrance through a courtyard.  I had a very enjoyable stay and highly recommend Rebecca's place."
2384,Excellent in every way!
2384,"Rebecca's apartment was great. Comfy, clean and as advertised. She even had some coffee and fresh fruit on hand in the morning. Altogether I was very satisfied with my stay."
2384,"Rebecca is truly one of the most hospitable people I've ever met, and her apartment is lovely - highly recommended."
2384,"I had a wonderful stay at Rebecca's place during a brief visit to the Univ. of Chicago. The apartment is conveniently located for the U of C campus and the metra train. The apartment is in a gorgeous pre-war building and has a lot of impeccable period features, which I just loved. The bedroom I stayed in was very spacious and comfortable and I slept very well. Rebecca is an extremely warm and generous host who made my stay easy and relaxing. She was very accommodating when my flight was delayed and she even did me the very generous favor of taking me to the airport when I was leaving. I would definitely stay at Rebecca's place again when I'm in Chicago next."
2384,"Rebecca has a lovely apartment that she keeps very tidy. She stocked the room with items that came in very handy since I was attending a wedding, like a magnifying mirror and garment steamer. She also provided much -appreciated breakfast items. The place is very walkable. I recommend it!"
2384,"Rebecca is an extremely generous host and fun to be around! We went out to lunch together several times, and she also helped me get around the city. Her place is clean, comfortable and nicely decorated. The location is surrounded by parks, next to the University of Chicago, walking distance from bookstores, cafes, and a beach. Getting to downtown Chicago and connecting to the L is about 25 minutes by way of the number 6 bus which picks up right across the street. (Note that the Metra train stop right by the apartment is not the CTA and is its own system.)
I stayed for three weeks, and it was a cozy place to crash after traveling around the city or a quiet place to spend the day working. The bed is extremely comfortable too.
I had a great time and would definitely stay here again!"
2384,"Everything was a clean as I could ask for, the bed was comfortable, and the bedroom was surprisingly cool on what must have been some of the hottest nights of the year.

Rebecca was pleasant and accommodating of my inconveniently-late arrival.  The apartment is a pleasant walk to the university, and there are a couple of coffee spots along the way.

All in all, exactly what I was hoping for!"
2384,"What a wonderful experience! Rebecca was the perfect host. Her apartment is lovely- v clean and homely. The facilities are great and Rebecca is very welcoming and helpful.
The apartment is also located next to a bus stop that will take you right into downtown Chicago and runs every 10mins.

I would highly recommend staying at Rebecca's and very much look forward to returning soon!! "
2384,"Rebecca is the most thoughtful Airbnb host. She has thought of everything you need from charging outlets and fast wifi to towels and a comfortable bed. Her home is super organized and clean. The apartment is perfectly located just a beautiful short walk to campus, next to the train, with ample street parking- and even a divvy bike rental station right in front.  I can't believe how easy it was to settle in and get my work done on campus and come home at night, feel right at home, and get a great sleep. I had never rented a shared apartment before on Airbnb, but because of Rebecca's thoughtfulness and amazing hospitality I had a wonderful experience in Hyde Park. I am very grateful to Rebecca and I know I'll stay with her again next time I'm in town. Thank you so much!"
2384,"Rebecca excels in all areas: welcome, communication, food, comfort, amenities, conversation, and location! I will definitely be back in the future. "
2384,"This is my second visit to Rebecca. I have a schedule dinner very late and cannot check in before 9pm. Rebecca was waiting for me until I safely arrived. Also, Rebecca was very nice to refund me money because I was going to change my schedule and would leave one day before my booking time. I will always rank Rebecca's home as my first choice in Chicago and I really take it as my home every time I visit. "
2384,"I was in town for a wedding at Rockefeller Chapel over on UC's campus and this location was too perfect. It was in walking distance but in heels, Uber was also an option and very cheap. Rebecca was awesome and so generous with her time and home. The room seemed bigger than it was in the photos (Hurray) and has a walk in closet with hanger and shelf space. There were also great extras like slippers, great pillows, museum and site seeing guides in the room. There are several parks in the area within walking distance as well as cafes, restaurants and shops and not just the ones frequented by the campus crowd. Rebecca was also great with giving directions to her place and communicating before I came into town. "
2384,"Rebecca is a gem in the Airbnb world. I was travelling to Chicago by myself for a weekend to go to a concert and found her place to be absolutely perfect for my needs. She was more than generous with her home and her time. She had a free evening and offered to drive me to the show and joined me for dinner and a good conversation. I have never had such a good time with a host. The first night I called my fiance after the concert and he asked how the show went and I said the show was fine, but my Airbnb host is AWESOME.  Rebecca has a beautiful home in a fantastic location in walking distance to places like the Robie House, Oriental Museum, Hyde Park, Museum of Science and Industry, as well as lovely cafes. The condo is right next door to the Metra that will take you into the city and multiple bus stops. My stay could not have been easier or more pleasant. As a single traveler Rebecca made me feel perfectly at home and I will not hesitate to stay here again if I come back to Chicago as a solo traveler. Her attentiveness and warm personality really set her apart. Thanks for the great stay!"
2384,"It was an amazing experience staying at Rebecca's place because she is such a warm-hearted host who is really caring and lots of fun to talk to. The room was very spacious and the bathroom was so clean! I also liked the fact that the pressure of the water was just perfect. Sometimes other airbnb houses have weak hot water pressure, but this place has very poweful water pressure. Also, she offers everything in her fridge! It was so convenient to tour the U of Chicago with a very walkable distance. She is really gentle, and knolwedgeable about the neighborhood and Chicago in general. I am definitely coming back if I get another chance to visit Chicago. Thank you Rebecca for the very pleasant experience!!"
2384,"Rebecca was a welcoming and wonderful host. The room and apartment were well
Prepared and she was generous with information and amenities. The room is large, the bed is comfortable with lots of pillows!"
2384,"A superb experience, and Rebecca is a delight. My flight was delayed but she was waiting at the entrance to greet me. Over the course of a week, my gracious hostess turned out to be a treasure trove of information on Hyde Park and Chicago and, soon enough, became my new best friend. She was considerate and kind, caring and yet professional and highly efficient. Her deep knowledge of everything Chicago, be it the university, museums, theater, restaurants, transportation, local architecture or history made my trip a breeze.  I am already planning a return trip.

The room was much larger than I had thought, bright and sunny with ample closet space, a desk, free WiFi and bookshelves. Comfy bed with a cozy down comforter, and I got fresh sheets mid-stay even though I said they weren't necessary. The apartment was beautiful, in  a drop dead gorgeous vintage courtyard building. The shared bathroom was spotlessly clean with plenty of fresh towels and a separate shelf space for guest toiletries.

Convenient as no other. I was right on the U of C campus here, blocks to law school, hospital and the Quads. Great location. Walked to everything. First day, I was tired following a sixteen-hour international flight but, voila, it turned out the university shuttle stopped next door and took me anywhere I wanted on campus. Metra Electric, the train, also stopped literally a block away and  whisked me downtown in twenty minutes. The bus, also nearby, too was a twenty minute ride. Get and go Divvy bikes, the best way to tool around Hyde Park, ere available for rental at the building's door! If you're an Uber person, Uber Share is five dollars to the city.

For exercise, I ran on the lakefront, which was a five-minute jog. Scenic city run, and free! The LA Fitness ten minutes away does three-day passes.

There are plenty of places to eat on nearby 57th Street, just two two blocks. I breakfasted daily at Cafe Salonica, a neighborhood diner and Hyde Park institution. For pizza, pasta and burgers I recommend Cafe Medici, a student hangout with huge portions. Gluten free choices at Medici. Both BYOB.  There is also a convenience store on the corner of 57th and Harper, about two blocks.

Pleasant, clean. comfortable. A home away from home. A true gem in the heart of Hyde Park. Six out of five stars!


"
2384,"Everything was exactly as advertised and better. The bed was so comfortable - the blankets, sheets, and towels were delightfully fresh. Plus the room was spacious. Great location for visitors to UofChicago, and getting into the city was easy. I liked having options - Metra or bus. Breakfast on Sunday and lovely conversation were the highlights. Rebecca is a fantastic host!"
2384,"Rebecca is an amazing host and was a wonderful introduction to both Airbnb and Chicago.  She was very welcoming, resourceful and kind.  Her home was in the perfect location for a job interview at the University of Chicago.  Her listing was extremely accurate.  She dropped me off at 2 touristy attractions which was so much more than I'd ever ask or expect. I will definitely stay with her again for any visit to Chicago and so should you! "
2384,"Rebecca is an amazing host. The apartment is on the second floor overlooking an enclosed courtyard. The bedroom is spacious with a luxurious bed, desk, chest of drawers and walk in wardrobe. Two USB chargers were provided on the desk and by he bed. There is also a television but I did not watch it as in the evenings I sat with Rebecca in her lounge and we chatted over supper and wine. We watched a little television together including the Cubs first game of the World Series which would have been better if they had not lost 6-0.

I was in Chicago for a conference at McCormick Place and the Metra train which goes there directly is barely two minutes walk door to door. On Sunday there was a large gap in the train service and Rebecca very kindly drove me to the centre which she did again on the last day to save me carrying my luggage on and off the train. She also demonstrated her seamstress skills meaning my rucksack. She made arrangements for me to get in as my flight arrived quite late in Chicago and coincided with her being out. There are also good washing facilities and the Permapress setting on the tumble dryer meant I did not need to iron anything.

Rebecca is a wonderful lady who provides a great place to stay and a generous welcome into her home.
"
2384,"I had a amazing stay with Rebecca. She is very welcoming and friendly. The location is great, close to public transport and a short walk to the UChicago campus. "
2384,"This is my second airbnb stay at Rebecca's place. Like before, this experience was great too! House is nice, cozy, clean and calm. But most importantly, Rebecca is a very pleasant and kind person, I very much enjoy talking to her. She also gave me a drive when I was leaving, which was very nice of her. I would especially recommend the place to everyone who visits the University of Chicago for family or work-related reasons."
2384,"Spent 10 days at Rebecca's flat. Everything was perfect. Rebecca is a wonderful host, always ready to help, give a ride... Room is big, has everything one needs. A minute walk from bus to downtown or Metra station. A few minutes walk to Hyde Park and the University of Chicago (where I went to work with colleagues). I will highly recommend the place to anybody going to Hyde Park!"
2384,"Calling all AirBnB'ers looking to stay in Hyde Park / near the University of Chicago! Do you want to stay in a beautiful, spacious, cozy, clean room and apartment? Do you want a knowledgeable, easy-going, conversational host? Look no further.  

I stayed with Rebecca for an interview at the University of Chicago, and I can't recommend her enough. On the first day, I expressed that I did not know much about Hyde Park and had never seen many of the sights of Chicago, and she kindly drove me around, pointing out the sights of the city. Her knowledge of Chicago is unparalleled, so regardless of if you're staying in Hyde Park or venturing beyond the neighborhood, she can point you to all of the best places. Her apartment is 5-10 minutes walking distance from the University of Chicago, just as advertised. The room itself was pristine, and it shows that she puts the utmost thought in accommodating her guests - comfortable and clean sheets, blankets, and pillows; city guides; USB chargers; a garment steamer, slippers, etc. Additionally, Rebecca provided towels and soap for my stay, as well as space in the bathroom to keep my toiletries. And on top of all of the great conversation and hospitality during my visit, she also prepared breakfast for us twice during my stay! 

Best AirBnB I've ever stayed in; could not recommend her enough!"
2384,"Rebecca's place is fantastic for a quiet residential stay walking distance to the University of Chicago or a short Uber ride downtown along beautiful Lake Shore Drive.   I enjoyed University events, and had a great time visiting downtown.  Her neighborhood is very safe for walking, and Uber availability is outstanding.  The train station is less than a block away as well.  The accommodations are clean and spacious.  Rebecca's hospitality was outstanding, and this was my best AirBnB experience to-date."
2384,"Rebecca is a Chicago local and she knows the neighborhood and the city of Chicago very well. She provided me with information with regard to public transportation and how to get around in the Hyde Park neighborhood, which was very helpful. Her apartment is very clean and very well organized. You will find everything you need there. It is within walking distance to the campus of the University of Chicago and therefore perfect for everyone who has to do business at the University. The room is spacious and very nice. You have your own closet and everything you need. Rebecca is very kind and helpful. She made me feel very welcome in her home. I would definitely recommend her place to everyone and I would stay there again!
"
2384,Rebecca is an amazing host! Accommodations are clean and bed is super comfy. Rebecca is so nice and offers food and drinks at no charge. She make me breakfast too which was wonderful and unexpected. I hope to stay here next time I'm in town
2384,The bed is too comfortable. Rebecca is probably the best host I've had.
2384,"Rebecca was a warm, gracious, and welcoming host! Her apartment was very clean, warm and cozy, and I felt like I was at home immediately. She made every effort to help you become comfortable. She was generous with her time, and breakfast. I would gladly return!!"
2384,"I highly recommend Rebecca's place when staying in Hyde Park. It is located very close to the campus of the University of Chicago, as well as the Metra line for access to downtown and the broader city / metro area. Rebecca was an amazing and friendly host, and the room was extremely comfortable and spacious. Highly recommended! "
2384,"Rebecca was an extraordinarily considerate and generous host. The space is ample and agreeable, highly recommendable if you need to be in the area."
2384,"Rebecca was a tremendous host and really helped me feel at home. She really made me feel welcome, especially in a new city. I would especially recommend her for those checking out U Chicago; her place is literally next to the school. "
2384,Best airbnb host ever!The apartment is clean and cozy and only 10min walk to campus. Rebecca provided everything I could ever ask for. So happy that I chose this apartment.
2384,This was my first time in Chicago. I went to attend a UChicago event. Rebecca was very kind and a great host. The room was spacious and clean. Her place is a few blocks from UChicago. Very convenient . 
2384,"Rebecca is a great host. The room is very clean and very nice, and especially the bed is very comfortable. Location is also very good to visit University of Chicago. I will definitely stay here again when I come back to Hyde Park."
2384,"My stay at Rebecca's was more than perfect, simply the best host ever. Thank you from the bottom of my heart for everything . You got a friend in Brazil ."
2384,"The room (and the whole house) is very clean and quiet. You can find almost everything you need in the house. It's about 2 minutes walk to the the public transit (bus stop and train station). I walked in the neighborhood around midnight and it looked safe to me.   

Rebecca is the best host ever. She made sure I have a good time in his house and in Chicago. She was so kind to show me the city and also looked up for the details of activities I wanted to do. I couldn't imagine a better host. I wish I could stay there for more than 2 days."
2384,"The location is good. The closeness of the metro station to the apartment makes it easy to access downtown Chicago. It was easy going daily to my conference at the McCormick's place which is about 10 minutes away by metro and to return either through the same means or by cab. Rebecca readily answered any question I had related to my stay and getting around Chicago. She welcomed me in person to her home, showed round the house and arranged for a taxi to take  me on the first day to the conference venue. I had access to all parts of the house and she ensured my privacy by not being in the way. The cleanliness and order maintained in her home is highly commendable.  Thank you Rebecca for making my stay in Chicago wonderful. Rufina"
2384,"I had a fabulous stay. The place is just as described: clean room,  beautiful apartment, strategically located close to public transit, walking distance from UChicago, Whole Foods, and several cafes. Rebecca is a great host, and I am looking forward to staying with her should I visit Hyde Park again."
2384,Good host
2384,I stayed with Rebecca for 2 and a half weeks. The apartment is charming and very comfortable. Perfect if you are doing anything at the university of Chicago. very close to the number 6 bus for getting in and out of the city. Rebecca is a very generous host. 
2384,"Great location if you're visiting UChicago. The place is clean and comfortable, almost everything you need is ready. Rebecca is a nice and helpful host."
2384,"Rebecca is a great host! The room was nice, the bed was comfortable and the bath room clean. Rebecca made me feel welcome and helped me to get around in Chicago. She even invited me for a deep-dish pizza. The connection to get downtown is convenient, it takes about 25 minutes with the #6 bus. I would definitely stay at Rebecca's place again. "
2384,"The flat is large and extremely clean, placed in a great location for anything university-related. The bedroom also is large and clean. Rebecca is fantastic - very friendly, open to questions, generous. The only problem was the internet connection, which was jumpy for my whole stay."
2384,"I stayed 4 days with Rebecca and had a great time. Rebecca is a wonderful host and I am very satisfied to stay in her apartment. She always made me feel welcome and took care of me when I need some help. I could use everything I need to stay, such as bathroom towels, closet, Wi-Fi, etc. In the kitchen, I could cook anytime, but I was in trouble to make dinner, so she kindly cooked pasta for me. I appreciate her kindness. Her apartment is very organised, relaxing, and close to the University of Chicago. There were security guards around so I felt safe to commute the university. If you have any business at the university of Chicago, I strongly recommend her apartment. In addition, her apartment is very close to the number 6 bus stop. It was very easy to go to the downtown city. 
"
2384,"Loved staying with Rebecca. She was kind enough to take me on a ride around the neighborhood on my first day, showing me all the best spots to check out. The room was large and comfortable. The apartment was nice, functional, and comfortable. The apartment building and grounds were especially beautiful! Highly recommend staying with Rebecca. "
2384,"This was the best Airbnb experience I've had! Rebecca gave me a tour of the neighborhood, made breakfast, and had really clear instructions for how to do everything in the apartment. The room is nice and clean, and the location is a block from a bus that gets you directly to downtown. "
2384,"Rebecca's place is really clean, comfortable and not far away from downtown Chicago. Rebecca was a great host: she drove me into town to help orientate me and offered me advice on what to see and how to get around. She was very generous with food and drinks and I wouldn't hesitate about staying with her again if I was ever in the area."
2384,"If I could rate higher than 5 stars I would definitely do that.  Rebecca is really awesome.  She has the magic to make you feel you are just coming to visit an old friend (if 'family' is too much).  I enjoyed the entire 3-day (2-night) stay and would definitely recommend if you are a single traveler visiting UChicago area. 

*** Below are some details in relatively objective descriptions =) ***
1. I have an early arrival flight (8 AM) and late departure flight (9 PM), which translates into early check-in and late check-out time.  Rebecca checked with me on my schedules beforehand and immediately suggested the offers.
2. I planned to visit Northwestern University on Friday.  Rebecca offered me ride both ways.  Same thing happens when I went for a) a dinner gathering with my friends that night, b) a wedding the next morning, and c) a friend's place on the departure day.  Rebecca said that she planned to go out in similar direction, yet I feel she adjusted her routine schedule for the ride offer. PS: Rebecca treated me a Groupon-ed lunch after we arrived Northwestern Univ. area.  Very delicious.  
3. The house is located in a quiet and cute neighborhood.  Pretty safe as well (but I did not try to hang around too late by myself).  The only sound I remember hearing was metro (?)- around 6 AM ish in the morning.  That being said, I would still rank it as quiet.  The room has great ventilation and plenty of storage including a small walk-in(able) closet (a small cubicle). Everything is clean and neat (this applies to the entire house).
4.  A wide range of quick meal selection: cereal (4 types at least); pasta (4-5 different shapes) and sauces (4-ish), snacks, etc.  
5.  Rebecca responds to emails and texts quickly... enjoyable conversations anytime...
6.  Pretty sure there are other things I forgot.

Thanks Rebecca!"
